Path,Model,Accuracy,Fuzzy Accuracy,Position Agnostic Accuracy,Vending Machine Type,On Angle,Incorrect Brands,Correct Brands,Fuzzy Correct Brands,Fuzzy Incorrect Brands,Brand Matrix,Parametrized
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7857142857142857,0.4090909090909091,correctBrands1,TODO,"{'Unknown', 'Lone Star Beer', 'Bloody Mary', 'Fugu Vodka Mule', 'Coca-Cola'}","{'Unknown', '7UP', 'Pabst Blue Ribbon', 'Guinness', 'Boylan', 'Poland Spring', 'Mango Mosaic', 'Aunt Sally', 'House Wine'}","{'Unknown', 'Lone Star Beer', '7UP', 'Pabst Blue Ribbon', 'Guinness', 'Boylan', 'Poland Spring', 'Mango Mosaic', 'Coca-Cola', 'Aunt Sally', 'House Wine'}","{'Unknown', 'Bloody Mary', 'Fugu Vodka Mule'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Bloody Mary', 'Fugu Vodka Mule', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star Beer', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",True
../photosv2/Jasons_Water.png,GPT-4,0.1,0.25,0.125,correctBrands11,TODO,"{'Unknown', 'LIFEWTR', 'Poland Spring', 'FIJI', 'smartwater'}","{'Liquid Death', 'Poland Spring'}","{'Unknown', 'Poland Spring', 'FIJI', 'smartwater', 'Liquid Death'}","{'LIFEWTR', 'Unknown', 'Poland Spring'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'smartwater'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['smartwater', 'smartwater', 'FIJI', 'FIJI', 'Unknown', 'ACTIVIA'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",True
../photosv2/711_Juice.png,GPT-4,0.1964285714285714,0.2142857142857142,0.2222222222222222,correctBrands7,TODO,{'Unknown'},"{'Unknown', 'Pure Leaf'}","{'Unknown', 'Pure Leaf'}",{'Unknown'},"[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",True
../photosv2/711_Beer.png,GPT-4,0.32,0.4,0.4375,correctBrands6,TODO,"{'Unknown', 'Lagunitas', 'Bud Light Lime', 'Bud Light Platinum', 'Pabst Blue Ribbon', 'Bud Light', 'Budweiser', 'Great Lakes', 'Allagash', 'Brooklyn Lager'}","{'Unknown', 'Blue Point', 'Pabst Blue Ribbon', 'Bud Light', 'Budweiser'}","{'Unknown', 'Blue Point', 'Pabst Blue Ribbon', 'Bud Light', 'Budweiser', 'Brooklyn Lager'}","{'Unknown', 'Lagunitas', 'Bud Light Lime', 'Pabst Blue Ribbon', 'Bud Light', 'Budweiser', 'Great Lakes', 'Allagash', 'Bud Light Platinum'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Unknown', 'Lagunitas', 'Great Lakes', 'Allagash'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice""], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice""]]",True
../photosv2/IMG_2623.png,GPT-4,0.5555555555555556,0.6111111111111112,0.3333333333333333,correctBrands2,TODO,"{'LIFEWTR', 'Snapple', 'Gatorade', 'Pure Leaf', 'Lemonade'}","{'Starbucks', 'Gatorade', 'Pure Leaf'}","{'Starbucks', 'Snapple', 'Pure Leaf', 'Gatorade'}","{'LIFEWTR', 'Snapple', 'Gatorade', 'Pure Leaf', 'Lemonade'}","[['Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks', 'Starbucks'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Snapple', 'Snapple', 'Snapple', 'Snapple', 'Lemonade', 'Lemonade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",True
../photosv2/Jasons_Beer.png,GPT-4,0.2666666666666666,0.2666666666666666,0.625,correctBrands10,TODO,"{'Heineken', 'Unknown', 'Angry Orchard', 'Fat Tire', 'Sierra Nevada', 'Yuengling', 'Voodoo Ranger'}","{'Unknown', 'Sierra Nevada', 'Angry Orchard'}","{'Unknown', 'Sierra Nevada', 'Angry Orchard'}","{'Heineken', 'Unknown', 'Angry Orchard', 'Fat Tire', 'Sierra Nevada', 'Yuengling', 'Voodoo Ranger'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Heineken', 'Yuengling', 'Samuel Adams']]",True
../photosv2/711_Sodas_Stickers.png,GPT-4,0.0363636363636363,0.109090909090909,0.3333333333333333,correctBrands8,TODO,"{'Fanta', 'Dasani', 'Unknown', 'Minute Maid', 'Dr Pepper', 'Coca-Cola', 'Mountain Dew', 'A&W', 'Pepsi'}","{'Pepsi', 'Sprite'}","{'Fanta', 'Dasani', 'Coca-Cola', 'Sprite', 'Pepsi'}","{'Dasani', 'Unknown', 'Minute Maid', 'Dr Pepper', 'Coca-Cola', 'Mountain Dew', 'A&W', 'Pepsi'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Unknown'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew'], ['Mountain Dew', 'Pepsi', 'Dasani', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Coca-Cola', 'Dr Pepper'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.0612244897959183,0.1632653061224489,0.4285714285714285,correctBrands9,TODO,"{'Electrolit', 'Unknown', 'Powerade', 'Gatorade', 'BODYARMOR'}",{'Gatorade'},"{'Powerade', 'Gatorade'}","{'Electrolit', 'Unknown', 'Powerade', 'Gatorade', 'BODYARMOR'}","[['Gatorade', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Electrolit'], ['BODYARMOR', 'BODYARMOR', 'BODYARMOR', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",False
../photosv2/drinks2.png,GPT-4,0.7142857142857143,0.7857142857142857,0.4761904761904761,correctBrands1,TODO,"{'Bloody Mary', 'Coca-Cola', 'Fugu Vodka Mule', 'Unknown'}","{'Boylan', 'Mango Mosaic', 'Unknown', 'Guinness', '7UP', 'Poland Spring', 'Aunt Sally', 'House Wine', 'Lone Star', 'Pabst Blue Ribbon'}","{'Boylan', 'Mango Mosaic', 'Unknown', 'Guinness', '7UP', 'Poland Spring', 'Coca-Cola', 'Aunt Sally', 'House Wine', 'Lone Star', 'Pabst Blue Ribbon'}","{'Bloody Mary', 'Fugu Vodka Mule', 'Unknown'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Bloody Mary', 'Fugu Vodka Mule', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",False
../photosv2/Jasons_Water.png,GPT-4,0.05,0.1,0.1176470588235294,correctBrands11,TODO,"{'PATH', 'Unknown', 'ACTIVIA', 'Poland Spring', 'smartwater', 'FIJI', 'LIFEWTR'}",{'Liquid Death'},"{'FIJI', 'Liquid Death'}","{'PATH', 'Unknown', 'ACTIVIA', 'Poland Spring', 'smartwater', 'FIJI', 'LIFEWTR'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'smartwater', 'PATH'], ['Unknown', 'Unknown', 'Unknown', 'FIJI', 'FIJI', 'ACTIVIA'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",False
../photosv2/711_Juice.png,GPT-4,0.1071428571428571,0.1071428571428571,0.3,correctBrands7,TODO,"{'ITO EN', 'Guayaki', 'Pure Leaf', 'Unknown'}","{'ITO EN', 'Unknown'}","{'ITO EN', 'Unknown'}","{'ITO EN', 'Guayaki', 'Pure Leaf', 'Unknown'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",False
../photosv2/711_Beer.png,GPT-4,0.2,0.28,0.4117647058823529,correctBrands6,TODO,"{""Milwaukee's Best Ice"", 'Brooklyn Lager', 'Unknown', 'Budweiser', 'Natural Ice', 'Lagunitas', 'High Life', 'Great Lakes', 'Bud Light Lime', 'Bud Light Platinum', 'Allagash', 'Pabst Blue Ribbon'}","{'Blue Point', 'Great Lakes', 'Bud Light', 'Unknown'}","{'Brooklyn Lager', 'Unknown', 'Bud Light', 'Budweiser', 'Blue Point', 'Great Lakes'}","{""Milwaukee's Best Ice"", 'Unknown', 'Budweiser', 'Natural Ice', 'Lagunitas', 'High Life', 'Great Lakes', 'Bud Light Lime', 'Bud Light Platinum', 'Allagash', 'Pabst Blue Ribbon'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Unknown', 'Lagunitas', 'Great Lakes', 'Great Lakes', 'Allagash'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life', 'High Life']]",False
../photosv2/IMG_2623.png,GPT-4,0.5555555555555556,0.6388888888888888,0.375,correctBrands2,TODO,{'Unknown'},"{'Pure Leaf', 'Starbucks', 'Gatorade'}","{'Pure Leaf', 'Starbucks', 'Gatorade', 'Unknown'}",{'Unknown'},"[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Unknown', 'Unknown'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",False
../photosv2/Jasons_Beer.png,GPT-4,0.2666666666666666,0.2666666666666666,0.5555555555555556,correctBrands10,TODO,"{'Voodoo Ranger', 'Unknown', 'Heineken', 'Yuengling', 'Angry Orchard', 'Sierra Nevada', 'Fat Tire'}","{'Sierra Nevada', 'Angry Orchard', 'Unknown'}","{'Sierra Nevada', 'Angry Orchard', 'Unknown'}","{'Voodoo Ranger', 'Unknown', 'Heineken', 'Yuengling', 'Angry Orchard', 'Sierra Nevada', 'Fat Tire'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Heineken', 'Yuengling', 'Samuel Adams', 'Peroni']]",False
../photosv2/711_Sodas_Stickers.png,GPT-4,0.0363636363636363,0.1272727272727272,0.25,correctBrands8,TODO,"{'Fanta', 'Sierra Mist', 'Dasani', 'Lemonade', 'Dr Pepper', 'Coca-Cola', 'Mountain Dew', 'A&W', 'Pepsi'}","{'Mountain Dew', 'Sprite'}","{'Fanta', 'Coca-Cola', 'Mountain Dew', 'A&W', 'Sprite'}","{'Sierra Mist', 'Dasani', 'Lemonade', 'Dr Pepper', 'Coca-Cola', 'Mountain Dew', 'Pepsi'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Lemonade', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola'], ['Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",True
../photosv2/711_Sodas.png,GPT-4,0.4081632653061224,0.6122448979591837,0.3333333333333333,correctBrands9,TODO,"{'Gatorade Zero', 'Replenish Zero', 'Unknown', 'Electrolit', 'Powerade', 'Gatorade', 'BodyArmor'}","{'Gatorade', 'Unknown'}","{'Gatorade Zero', 'Replenish Zero', 'Unknown', 'Powerade', 'Gatorade', 'BodyArmor'}","{'Replenish Zero', 'Unknown', 'Electrolit', 'Gatorade', 'BodyArmor'}","[['Gatorade Zero', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Unknown'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish Zero', 'Replenish Zero', 'Replenish Zero', 'Replenish Zero', 'Replenish Zero', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",True
